Model,Price,Rating,Generation,Core,Ram_GB,SSD_GB,Display_Inches,Graphics,OS,Warranty
Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),45990.0,56.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",16,512.0,15.6,amd radeon 610m graphics,windows 11 os,1 year warranty
Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),43400.0,52.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel integrated uhd,dos os,1 year warranty
Asus Vivobook 14X OLED 2023 K3405VCB-KM951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/4 GB Graphics),109990.0,73.0,13th gen intel core i9 13900h,"14 cores (6p + 8e), 20 threads",16,1.0,14.0,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),67990.0,62.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,16.0,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),67990.0,61.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,16.0,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),76990.0,64.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,16.0,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Asus Vivobook 14X K3405ZF-LY541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),64990.0,60.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,14.0,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62990.0,68.0,11th gen intel core i5 11400h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,2 year warranty
MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),85990.0,71.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,512.0,15.6,6 gb nvidia geforce rtx 3050,windows 11 os,2 year warranty
Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),68990.0,59.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050 gpu,windows 11 os,1 year warranty
Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),29990.0,55.0,5th gen amd ryzen 5 5500u,"hexa core, 12 threads",8,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),33990.0,52.0,7th gen amd ryzen 3 7320u,"quad core, 8 threads",8,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),85990.0,71.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,1.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),36990.0,57.0,5th gen amd ryzen 5 5500u,"hexa core, 12 threads",16,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),35990.0,52.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,integrated intel uhd graphics,windows 11 os,1 year warranty
HP Victus15-fb0147AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),48990.0,57.0,5th gen amd ryzen 5  5600h,"hexa core, 12 threads",8,512.0,15.6,4 gb amd radeon amd radeon rx 6500m,windows 11 os,1 year warranty
Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),33990.0,54.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),81990.0,54.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,1.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),48990.0,60.0,5th gen amd ryzen 7 5700u,"octa core, 16 threads",16,512.0,15.6,amd radeon amd,windows 11 os,1 year warranty
HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),54990.0,61.0,7th gen amd ryzen 5 7535hs,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),52990.0,64.0,11th gen intel core i5 11260h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),34000.0,,3rd gen amd ryzen 3  3250u,"dual core, 4 threads",8,512.0,15.6,amd radeon graphics,windows 11 os,1 year warranty
HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),153490.0,65.0,13th gen intel core i7 13700hx,"16 cores (8p + 8e), 24 threads",16,512.0,16.1,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),57400.0,59.0,5th gen amd ryzen 5  5600h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce gtx 2050,windows 11 os,1 year warranty
Asus Vivobook Go 14 2023 E1404FA-NK325WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),33990.0,52.0,7th gen amd ryzen 3 7320u,"quad core, 8 threads",8,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),62990.0,56.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,1.0,14.0,intel graphics,windows 11 os,1 year warranty
MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),54010.0,56.0,12th gen intel core i7 1255u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),23990.0,,11th gen intel core i3 1125g4,"quad core, 8 threads",8,256.0,15.6,intel graphics,windows 11 os,1 year warranty
Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),24990.0,,11th gen intel core i3 1125g4,"quad core, 8 threads",8,512.0,15.6,intel graphics,windows 11 os,1 year warranty
Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),59990.0,54.0,11th gen intel core i7 1165g7,"quad core, 8 threads",16,512.0,14.0,intel graphics,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),70190.0,55.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,512.0,16.0,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),34990.0,56.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
MSI Stealth 16 Mercedes AMG A13VG-264IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),278490.0,,13th gen intel core i9 13900h,"14 cores (6p + 8e), 20 threads",32,2.0,16.0,8 gb nvidia geforce rtx 4070,windows 11 os,2 year warranty
Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),29990.0,50.0,10th gen intel core i5 1035g4,"quad core, 8 threads",8,512.0,14.1,intel integrated iris,windows 11 os,1 year warranty
Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),39990.0,,intel core i3 n305,"octa core, 8 threads",8,512.0,14.0,intel uhd graphics,windows 11 os,1 year warranty
MSI Stealth 16 Mercedes AMG A13VF-265IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),219990.0,,13th gen intel core i9 13900h,"14 cores (6p + 8e), 20 threads",32,1.0,16.0,8 gb nvidia geforce rtx 4060,windows 11 os,2 year warranty
MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),56990.0,69.0,11th gen intel core i5 11260h,"hexa core, 12 threads",16,1.0,4.0,256 gb ssd,"15.6 inches, 1920 x 1080 pixels",windows 11 os
MSI Thin GF63 11UCX-1491IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 512GB SSD/ Win11 Home/ 4GB Graph),61990.0,71.0,11th gen intel core i5 11260h,"hexa core, 12 threads",16,1.0,4.0,512 gb ssd,"15.6 inches, 1920 x 1080 pixels",windows 11 os
Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),36990.0,51.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67190.0,56.0,13th gen intel core i5 13420h,"octa core (4p + 4e), 12 threads",16,512.0,14.0,integrated intel iris xe graphics,windows 11 os,2 year warranty
Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),43990.0,52.0,12th gen intel core i7 1255u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),85190.0,56.0,13th gen intel core i7 13620h,"10 cores (6p + 4e), 16 threads",16,512.0,14.0,intel integrated uhd,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),84190.0,59.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",16,512.0,16.0,integrated intel iris xe graphics,windows 11 os,1 year warranty
Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),48990.0,61.0,11th gen intel core i5 1135g7,"quad core, 8 threads",16,512.0,15.6,intel integrated iris xe,windows 11 os,1 year warranty
Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36500.0,54.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),51000.0,52.0,13th gen intel core i3 1305u,"5 cores (1p + 4e), 6 threads",8,1.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),82990.0,59.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,1.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),38490.0,52.0,13th gen intel core i3 1305u,"5 cores (1p + 4e), 6 threads",8,512.0,14.0,intel uhd graphics,windows 11 os,1 year warranty
Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),105999.0,62.0,13th gen intel core i7 1360p,"12 cores (4p + 8e), 16 threads",16,1.0,13.3,intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),69990.0,56.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,1.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),56990.0,59.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),44990.0,52.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",8,1.0,15.6,amd radeon graphics,windows 11 os,1 year warranty
Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),87490.0,60.0,13th gen intel core i5 1340p,"12 cores (4p + 8e), 16 threads",16,1.0,13.3,intel iris xe graphics,windows 11 os,1 year warranty
HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),68999.0,68.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),70490.0,59.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,1.0,15.6,intel integrated intel iris xe graphics,windows 11 os,1 year warranty
MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),110990.0,74.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,1.0,17.3,8 gb nvidia geforce rtx 4060,windows 11 os,2 year warranty
MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),50990.0,66.0,11th gen intel core i5 11260h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,2 year warranty
MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),107990.0,72.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",8,1.0,17.3,8 gb nvidia geforce rtx 4060,windows 11 os,2 year warranty
MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),45990.0,64.0,11th gen intel core i5 11260h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce gtx 1650,windows 11 os,2 year warranty
MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),97990.0,73.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,512.0,15.6,8 gb nvidia geforce rtx 4060,windows 11 os,2 year warranty
MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),47990.0,64.0,11th gen intel core i5 11260h,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,2 year warranty
MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),90990.0,72.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,1.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),183990.0,79.0,13th gen intel core i9 13900h,"14 cores (6p + 8e), 20 threads",16,1.0,17.3,8 gb nvidia geforce rtx 4070,windows 11 os,2 year warranty
MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),134990.0,75.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,1.0,17.3,8 gb nvidia geforce rtx 4070,windows 11 os,2 year warranty
MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),128990.0,71.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",8,1.0,17.3,8 gb nvidia geforce rtx 4060,windows 11 os,2 year warranty
HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),81990.0,72.0,7th gen amd ryzen 7 7840hs,"octa core, 16 threads",16,1.0,16.1,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),237990.0,,13th gen intel core i9 13900hx,"24 cores (8p + 16e), 32 threads",32,1.0,16.1,8 gb nvidia geforce rtx 4070,windows 11 os,1 year warranty
HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),109490.0,68.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),99990.0,66.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),50990.0,64.0,5th gen amd ryzen 5  5600h,"hexa core, 12 threads",8,512.0,15.6,4 gb amd radeon rx 6500m,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),56190.0,61.0,7th gen amd ryzen 5 7530u,"hexa core, 12 threads",16,512.0,14.0,amd integrated soc,windows 11 os,1 year warranty
Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),35990.0,54.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,14.0,intel uhd graphics,windows 11 os,1 year warranty
Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35990.0,52.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,integrated intel uhd graphics,windows 11 os,1 year warranty
HP Dragonfly G4 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),231746.0,69.0,13th gen intel core i7 1365u,"10 cores (2p + 8e), 12 threads",16,512.0,13.5,intel iris xe graphics,windows 11 os,1 year warranty
Chuwi CoreBook X Pro Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),32999.0,50.0,10th gen intel core i5 10210u,"quad core, 8 threads",16,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),101990.0,63.0,12th gen intel core i7 1250u,"10 cores (2p + 8e), 12 threads",16,512.0,13.3,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),43990.0,55.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",16,512.0,15.6,amd integrated soc,windows 11 os,1 year warranty
HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),90990.0,68.0,13th gen intel core i5 13420h,"octa core (4p + 4e), 12 threads",16,512.0,16.1,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69000.0,56.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,512.0,16.0,integrated intel iris xe graphics,windows 11 os,1 year warranty
Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),77990.0,68.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,512.0,16.0,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),159990.0,74.0,13th gen intel core i9 13900hx,"24 cores (8p + 16e), 32 threads",16,1.0,16.0,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),59990.0,62.0,5th gen amd ryzen 5  5600h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35490.0,54.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
HP Victus 15-fb0134AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),54559.0,65.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",16,512.0,15.6,4 gb amd radeon rx 6500m graphics,windows 11 os,1 year warranty
Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),66990.0,68.0,5th gen amd ryzen 7 5800h,"octa core, 16 threads",16,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
MSI Prestige 16 A13UCX-250IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),119990.0,69.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",16,1.0,16.0,4 gb nvidia geforce rtx 2050,windows 11 os,2 year warranty
HP Victus 15-fa0188TX Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),79990.0,70.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67990.0,56.0,13th gen intel core i5 13420h,"octa core (4p + 4e), 12 threads",16,512.0,14.0,integrated intel iris xe graphics,windows 11 os,2 year warranty
Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),90990.0,68.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),71990.0,63.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),85990.0,66.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),79990.0,66.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,6 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36790.0,55.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),92990.0,70.0,7th gen amd ryzen 7 7840hs,"octa core, 16 threads",16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
MSI Vector GP68HX 13VH-072IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),284990.0,,13th gen intel core i9 13980hx,"24 cores (8p + 16e), 32 threads",32,1.0,16.0,12 gb nvidia geforce rtx 4080,windows 11 os,2 year warranty
Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),51990.0,59.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel iris xe,windows 11 os,1 year warranty
Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),100190.0,63.0,13th gen intel core i7 13620h,"10 cores (6p + 4e), 16 threads",16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),116990.0,71.0,7th gen amd ryzen 7 7840hs,"octa core, 16 threads",16,512.0,15.6,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
